IBGE,UF,Município,Tipologia IBGE
210596,MA,LAGOA GRANDE DO MARANHÃO,Rural Remoto
210598,MA,LAJEADO NOVO,Rural Adjacente
210600,MA,LIMA CAMPOS,Rural Adjacente
210610,MA,LORETO,Rural Remoto
210620,MA,LUÍS DOMINGUES,Intermediário Adjacente
210630,MA,MAGALHÃES DE ALMEIDA,Rural Adjacente
210632,MA,MARACAÇUMÉ,Urbano
210635,MA,MARAJÁ DO SENA,Rural Adjacente
210637,MA,MARANHÃOZINHO,Rural Adjacente
210640,MA,MATA ROMA,Rural Adjacente
210650,MA,MATINHA,Rural Adjacente
210660,MA,MATÕES,Rural Adjacente
210663,MA,MATÕES DO NORTE,Rural Adjacente
210667,MA,MILAGRES DO MARANHÃO,Rural Adjacente
210670,MA,MIRADOR,Rural Remoto
210675,MA,MIRANDA DO NORTE,Urbano
210680,MA,MIRINZAL,Rural Adjacente
210690,MA,MONÇÃO,Rural Adjacente
210700,MA,MONTES ALTOS,Rural Adjacente
210710,MA,MORROS,Rural Adjacente
210720,MA,NINA RODRIGUES,Rural Adjacente
210725,MA,NOVA COLINAS,Rural Adjacente
210730,MA,NOVA IORQUE,Rural Remoto
210735,MA,NOVA OLINDA DO MARANHÃO,Intermediário Adjacente
210740,MA,OLHO D'ÁGUA DAS CUNHÃS,Rural Adjacente
210745,MA,OLINDA NOVA DO MARANHÃO,Rural Adjacente
210750,MA,PAÇO DO LUMIAR,Urbano
210760,MA,PALMEIRÂNDIA,Rural Adjacente
210770,MA,PARAIBANO,Urbano
210780,MA,PARNARAMA,Rural Adjacente
210800,MA,PASTOS BONS,Intermediário Remoto
210805,MA,PAULINO NEVES,Rural Remoto
210810,MA,PAULO RAMOS,Rural Adjacente
210820,MA,PEDREIRAS,Urbano
210825,MA,PEDRO DO ROSÁRIO,Rural Adjacente
210830,MA,PENALVA,Intermediário Remoto
210840,MA,PERI MIRIM,Rural Adjacente
210845,MA,PERITORÓ,Rural Adjacente
210850,MA,PINDARÉ-MIRIM,Intermediário Adjacente
210860,MA,PINHEIRO,Urbano
210870,MA,PIO XII,Intermediário Adjacente
210880,MA,PIRAPEMAS,Intermediário Adjacente
210890,MA,POÇÃO DE PEDRAS,Rural Adjacente
210900,MA,PORTO FRANCO,Urbano
210905,MA,PORTO RICO DO MARANHÃO,Rural Adjacente
210910,MA,PRESIDENTE DUTRA,Urbano
210920,MA,PRESIDENTE JUSCELINO,Rural Adjacente
210923,MA,PRESIDENTE MÉDICI,Rural Adjacente
210927,MA,PRESIDENTE SARNEY,Rural Adjacente
210930,MA,PRESIDENTE VARGAS,Rural Adjacente
210940,MA,PRIMEIRA CRUZ,Rural Remoto
210945,MA,RAPOSA,Urbano
210950,MA,RIACHÃO,Rural Adjacente
210955,MA,RIBAMAR FIQUENE,Rural Adjacente
210960,MA,ROSÁRIO,Urbano
210970,MA,SAMBAÍBA,Rural Remoto
210975,MA,SANTA FILOMENA DO MARANHÃO,Rural Adjacente
210980,MA,SANTA HELENA,Urbano
210990,MA,SANTA INÊS,Urbano
211000,MA,SANTA LUZIA,Intermediário Adjacente
211003,MA,SANTA LUZIA DO PARUÁ,Intermediário Adjacente
211010,MA,SANTA QUITÉRIA DO MARANHÃO,Rural Adjacente
211020,MA,SANTA RITA,Rural Adjacente
211023,MA,SANTANA DO MARANHÃO,Rural Adjacente
211027,MA,SANTO AMARO DO MARANHÃO,Rural Remoto
211030,MA,SANTO ANTÔNIO DOS LOPES,Rural Adjacente
211040,MA,SÃO BENEDITO DO RIO PRETO,Rural Adjacente
211050,MA,SÃO BENTO,Intermediário Adjacente
211060,MA,SÃO BERNARDO,Rural Adjacente
211065,MA,SÃO DOMINGOS DO AZEITÃO,Rural Remoto
211070,MA,SÃO DOMINGOS DO MARANHÃO,Intermediário Adjacente
211080,MA,SÃO FÉLIX DE BALSAS,Rural Remoto
211085,MA,SÃO FRANCISCO DO BREJÃO,Rural Adjacente
211090,MA,SÃO FRANCISCO DO MARANHÃO,Rural Adjacente
211102,MA,SÃO JOÃO DO CARÚ,Rural Remoto
211105,MA,SÃO JOÃO DO PARAÍSO,Rural Adjacente
211107,MA,SÃO JOÃO DO SOTER,Rural Adjacente
211110,MA,SÃO JOÃO DOS PATOS,Urbano
211120,MA,SÃO JOSÉ DE RIBAMAR,Urbano
211125,MA,SÃO JOSÉ DOS BASÍLIOS,Rural Adjacente
211130,MA,SÃO LUÍS,Urbano
211140,MA,"SÃO LUÍS GONZAGA DOMARANHÃO",Rural Adjacente
211150,MA,SÃO MATEUS DO MARANHÃO,Urbano
211153,MA,SÃO PEDRO DA ÁGUA BRANCA,Intermediário Adjacente
211157,MA,SÃO PEDRO DOS CRENTES,Rural Remoto
211160,MA,"SÃO RAIMUNDO DASMANGABEIRAS",Intermediário Adjacente
211163,MA,"SÃO RAIMUNDO DO DOCABEZERRA",Rural Adjacente
211167,MA,SÃO ROBERTO,Rural Adjacente
211170,MA,SÃO VICENTE FERRER,Rural Adjacente
211172,MA,SATUBINHA,Rural Adjacente
211174,MA,SENADOR ALEXANDRE COSTA,Rural Adjacente
211176,MA,SENADOR LA ROCQUE,Rural Adjacente
211178,MA,SERRANO DO MARANHÃO,Rural Remoto
211180,MA,SÍTIO NOVO,Rural Adjacente
211190,MA,SUCUPIRA DO NORTE,Rural Remoto
211195,MA,SUCUPIRA DO RIACHÃO,Rural Adjacente
211200,MA,TASSO FRAGOSO,Rural Remoto
211210,MA,TIMBIRAS,Intermediário Adjacente
211220,MA,TIMON,Urbano
211223,MA,TRIZIDELA DO VALE,Urbano
211227,MA,TUFILÂNDIA,Rural Adjacente
211230,MA,TUNTUM,Rural Adjacente
211240,MA,TURIAÇU,Rural Adjacente
211245,MA,TURILÂNDIA,Urbano
211250,MA,TUTÓIA,Rural Adjacente
211260,MA,URBANO SANTOS,Intermediário Adjacente
211270,MA,VARGEM GRANDE,Intermediário Adjacente
211280,MA,VIANA,Intermediário Adjacente
211285,MA,VILA NOVA DOS MARTÍRIOS,Rural Adjacente
211290,MA,VITÓRIA DO MEARIM,Intermediário Adjacente
211300,MA,VITORINO FREIRE,Rural Adjacente
211400,MA,ZÉ DOCA,Urbano
220005,PI,ACAUÃ,Rural Adjacente
220010,PI,AGRICOLÂNDIA,Rural Adjacente
220020,PI,ÁGUA BRANCA,Urbano
220025,PI,ALAGOINHA DO PIAUÍ,Rural Adjacente
220030,PI,ALTO LONGÁ,Rural Adjacente
220040,PI,ALTOS,Urbano
220045,PI,ALVORADA DO GURGUÉIA,Rural Remoto
220050,PI,AMARANTE,Rural Adjacente
220060,PI,ANGICAL DO PIAUÍ,Rural Adjacente
220070,PI,ANÍSIO DE ABREU,Rural Adjacente
220080,PI,ANTÔNIO ALMEIDA,Rural Remoto
220090,PI,AROAZES,Rural Adjacente
220095,PI,AROEIRAS DO ITAIM,Rural Adjacente
220100,PI,ARRAIAL,Rural Adjacente
220105,PI,ASSUNÇÃO DO PIAUÍ,Rural Adjacente
220110,PI,AVELINO LOPES,Rural Remoto
220115,PI,BAIXA GRANDE DO RIBEIRO,Rural Remoto
220117,PI,BARRA D'ALCÂNTARA,Rural Remoto
220120,PI,BARRAS,Rural Adjacente
220130,PI,BARREIRAS DO PIAUÍ,Rural Remoto
220140,PI,BARRO DURO,Rural Adjacente
220150,PI,BATALHA,Rural Adjacente
220155,PI,BELA VISTA DO PIAUÍ,Rural Remoto
220157,PI,BELÉM DO PIAUÍ,Rural Adjacente
220160,PI,BENEDITINOS,Rural Adjacente
220170,PI,BERTOLÍNIA,Rural Remoto
220173,PI,BETÂNIA DO PIAUÍ,Rural Adjacente
220177,PI,BOA HORA,Rural Adjacente
220180,PI,BOCAINA,Rural Adjacente
220190,PI,BOM JESUS,Urbano
220191,PI,BOM PRINCÍPIO DO PIAUÍ,Rural Adjacente
220192,PI,BONFIM DO PIAUÍ,Rural Adjacente
220194,PI,BOQUEIRÃO DO PIAUÍ,Rural Adjacente
220196,PI,BRASILEIRA,Rural Adjacente
220198,PI,BREJO DO PIAUÍ,Rural Adjacente
220200,PI,BURITI DOS LOPES,Rural Adjacente
220202,PI,BURITI DOS MONTES,Rural Adjacente
220205,PI,CABECEIRAS DO PIAUÍ,Rural Adjacente
220207,PI,CAJAZEIRAS DO PIAUÍ,Rural Adjacente
220208,PI,CAJUEIRO DA PRAIA,Rural Adjacente
220209,PI,CALDEIRÃO GRANDE DO PIAUÍ,Rural Adjacente
220210,PI,CAMPINAS DO PIAUÍ,Rural Adjacente
220211,PI,CAMPO ALEGRE DO FIDALGO,Rural Remoto
220213,PI,CAMPO GRANDE DO PIAUÍ,Rural Adjacente
220217,PI,CAMPO LARGO DO PIAUÍ,Rural Adjacente
220220,PI,CAMPO MAIOR,Urbano
220225,PI,CANAVIEIRA,Rural Remoto
220230,PI,CANTO DO BURITI,Intermediário Adjacente
220245,PI,CAPITÃO GERVÁSIO OLIVEIRA,Rural Remoto
220250,PI,CARACOL,Rural Adjacente
220253,PI,CARAÚBAS DO PIAUÍ,Rural Adjacente
220255,PI,CARIDADE DO PIAUÍ,Rural Adjacente
220260,PI,CASTELO DO PIAUÍ,Intermediário Adjacente
220265,PI,CAXINGÓ,Rural Adjacente
220270,PI,COCAL,Rural Adjacente
220271,PI,COCAL DE TELHA,Rural Adjacente
220272,PI,COCAL DOS ALVES,Rural Adjacente
220273,PI,COIVARAS,Rural Adjacente
220275,PI,COLÔNIA DO GURGUÉIA,Rural Remoto
220277,PI,COLÔNIA DO PIAUÍ,Rural Adjacente
220280,PI,CONCEIÇÃO DO CANINDÉ,Rural Adjacente
220285,PI,CORONEL JOSÉ DIAS,Rural Adjacente
220290,PI,CORRENTE,Intermediário Remoto
220300,PI,CRISTALÂNDIA DO PIAUÍ,Rural Remoto
220310,PI,CRISTINO CASTRO,Rural Remoto
220320,PI,CURIMATÁ,Rural Remoto
220323,PI,CURRAIS,Rural Remoto
220325,PI,CURRALINHOS,Rural Adjacente
220327,PI,CURRAL NOVO DO PIAUÍ,Rural Adjacente
220330,PI,DEMERVAL LOBÃO,Rural Adjacente
220335,PI,DIRCEU ARCOVERDE,Rural Adjacente
220340,PI,DOM EXPEDITO LOPES,Rural Adjacente
220342,PI,DOMINGOS MOURÃO,Rural Adjacente
220345,PI,DOM INOCÊNCIO,Rural Adjacente
220350,PI,ELESBÃO VELOSO,Rural Adjacente
220360,PI,ELISEU MARTINS,Rural Remoto
220370,PI,ESPERANTINA,Intermediário Adjacente
220375,PI,FARTURA DO PIAUÍ,Rural Adjacente
220380,PI,FLORES DO PIAUÍ,Rural Remoto
220385,PI,FLORESTA DO PIAUÍ,Rural Adjacente
220390,PI,FLORIANO,Urbano
220400,PI,FRANCINÓPOLIS,Rural Remoto
220410,PI,FRANCISCO AYRES,Rural Adjacente
220415,PI,FRANCISCO MACEDO,Rural Adjacente
220420,PI,FRANCISCO SANTOS,Rural Adjacente
220430,PI,FRONTEIRAS,Rural Adjacente
220435,PI,GEMINIANO,Rural Adjacente
220440,PI,GILBUÉS,Rural Remoto
220450,PI,GUADALUPE,Intermediário Adjacente
220455,PI,GUARIBAS,Rural Remoto
220460,PI,HUGO NAPOLEÃO,Intermediário Adjacente
220465,PI,ILHA GRANDE,Rural Adjacente
220480,PI,IPIRANGA DO PIAUÍ,Rural Adjacente
220490,PI,ISAÍAS COELHO,Rural Adjacente
220500,PI,ITAINÓPOLIS,Rural Adjacente
220510,PI,ITAUEIRA,Rural Adjacente
220515,PI,JACOBINA DO PIAUÍ,Rural Adjacente
220520,PI,JAICÓS,Rural Adjacente
220525,PI,JARDIM DO MULATO,Rural Adjacente
220527,PI,JATOBÁ DO PIAUÍ,Rural Adjacente
220530,PI,JERUMENHA,Rural Adjacente
220535,PI,JOÃO COSTA,Rural Adjacente
220540,PI,JOAQUIM PIRES,Rural Adjacente
220545,PI,JOCA MARQUES,Rural Remoto
220550,PI,JOSÉ DE FREITAS,Intermediário Adjacente
220551,PI,JUAZEIRO DO PIAUÍ,Rural Adjacente
220552,PI,JÚLIO BORGES,Rural Remoto
220553,PI,JUREMA,Rural Adjacente
220554,PI,LAGOINHA DO PIAUÍ,Rural Adjacente
220555,PI,LAGOA ALEGRE,Rural Adjacente
220556,PI,LAGOA DO BARRO DO PIAUÍ,Rural Adjacente
220557,PI,LAGOA DE SÃO FRANCISCO,Rural Adjacente
220558,PI,LAGOA DO PIAUÍ,Rural Adjacente
220559,PI,LAGOA DO SÍTIO,Rural Adjacente
220560,PI,LANDRI SALES,Rural Remoto
220570,PI,LUÍS CORREIA,Rural Adjacente
220580,PI,LUZILÂNDIA,Intermediário Adjacente
220585,PI,MADEIRO,Rural Remoto
220590,PI,MANOEL EMÍDIO,Rural Remoto
220595,PI,MARCOLÂNDIA,Intermediário Adjacente
220600,PI,MARCOS PARENTE,Intermediário Adjacente
220605,PI,MASSAPÊ DO PIAUÍ,Rural Adjacente
220610,PI,MATIAS OLÍMPIO,Rural Adjacente
220620,PI,MIGUEL ALVES,Rural Adjacente
220630,PI,MIGUEL LEÃO,Rural Adjacente
220635,PI,MILTON BRANDÃO,Rural Adjacente
220640,PI,MONSENHOR GIL,Rural Adjacente
220650,PI,MONSENHOR HIPÓLITO,Rural Adjacente
220660,PI,MONTE ALEGRE DO PIAUÍ,Rural Remoto
220665,PI,MORRO CABEÇA NO TEMPO,Rural Remoto
220667,PI,MORRO DO CHAPÉU DO PIAUÍ,Rural Remoto
220669,PI,MURICI DOS PORTELAS,Rural Adjacente
220670,PI,NAZARÉ DO PIAUÍ,Rural Adjacente
220672,PI,NAZÁRIA,Rural Adjacente
220675,PI,NOSSA SENHORA DE NAZARÉ,Rural Adjacente
220680,PI,NOSSA SENHORA DOS REMÉDIOS,Rural Adjacente
220695,PI,NOVO SANTO ANTÔNIO,Rural Adjacente
220700,PI,OEIRAS,Intermediário Adjacente
220710,PI,OLHO D'ÁGUA DO PIAUÍ,Rural Adjacente
220720,PI,PADRE MARCOS,Rural Adjacente
220730,PI,PAES LANDIM,Rural Remoto
220735,PI,PAJEÚ DO PIAUÍ,Rural Remoto
220740,PI,PALMEIRA DO PIAUÍ,Rural Remoto
220750,PI,PALMEIRAIS,Rural Adjacente
220755,PI,PAQUETÁ,Rural Adjacente
220760,PI,PARNAGUÁ,Rural Remoto
220770,PI,PARNAÍBA,Urbano
220775,PI,PASSAGEM FRANCA DO PIAUÍ,Rural Adjacente
220777,PI,PATOS DO PIAUÍ,Rural Adjacente
220779,PI,PAU D'ARCO DO PIAUÍ,Rural Adjacente
220780,PI,PAULISTANA,Intermediário Adjacente
220785,PI,PAVUSSU,Rural Remoto
220790,PI,PEDRO II,Intermediário Adjacente
220793,PI,PEDRO LAURENTINO,Rural Remoto
220795,PI,NOVA SANTA RITA,Rural Adjacente
220800,PI,PICOS,Urbano
220810,PI,PIMENTEIRAS,Rural Remoto
220820,PI,PIO IX,Rural Adjacente
220830,PI,PIRACURUCA,Intermediário Adjacente
220840,PI,PIRIPIRI,Urbano
220850,PI,PORTO,Rural Adjacente
220855,PI,PORTO ALEGRE DO PIAUÍ,Rural Remoto
220860,PI,PRATA DO PIAUÍ,Rural Adjacente
220865,PI,QUEIMADA NOVA,Rural Adjacente
220870,PI,REDENÇÃO DO GURGUÉIA,Rural Remoto
220880,PI,REGENERAÇÃO,Urbano
220885,PI,RIACHO FRIO,Rural Remoto
220887,PI,RIBEIRA DO PIAUÍ,Rural Remoto
220890,PI,RIBEIRO GONÇALVES,Rural Remoto
220900,PI,RIO GRANDE DO PIAUÍ,Rural Remoto
220910,PI,SANTA CRUZ DO PIAUÍ,Rural Adjacente
220915,PI,SANTA CRUZ DOS MILAGRES,Rural Adjacente
220920,PI,SANTA FILOMENA,Rural Remoto
220930,PI,SANTA LUZ,Rural Remoto
220935,PI,SANTANA DO PIAUÍ,Rural Adjacente
220937,PI,SANTA ROSA DO PIAUÍ,Rural Adjacente
220940,PI,SANTO ANTÔNIO DE LISBOA,Rural Adjacente
220945,PI,SANTO ANTÔNIO DOS MILAGRES,Rural Adjacente
220950,PI,SANTO INÁCIO DO PIAUÍ,Rural Adjacente
220955,PI,SÃO BRAZ DO PIAUÍ,Rural Adjacente
220965,PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,Rural Remoto
220970,PI,SÃO FRANCISCO DO PIAUÍ,Rural Adjacente
220975,PI,SÃO GONÇALO DO GURGUÉIA,Rural Remoto
220980,PI,SÃO GONÇALO DO PIAUÍ,Rural Adjacente
220985,PI,SÃO JOÃO DA CANABRAVA,Rural Adjacente
220987,PI,SÃO JOÃO DA FRONTEIRA,Rural Adjacente
220990,PI,SÃO JOÃO DA SERRA,Rural Adjacente
220995,PI,SÃO JOÃO DA VARJOTA,Rural Adjacente
220997,PI,SÃO JOÃO DO ARRAIAL,Rural Adjacente
221000,PI,SÃO JOÃO DO PIAUÍ,Intermediário Adjacente
221005,PI,SÃO JOSÉ DO DIVINO,Rural Adjacente
221010,PI,SÃO JOSÉ DO PEIXE,Rural Remoto
221020,PI,SÃO JOSÉ DO PIAUÍ,Rural Adjacente
221030,PI,SÃO JULIÃO,Rural Adjacente
221035,PI,SÃO LOURENÇO DO PIAUÍ,Rural Adjacente
221037,PI,SÃO LUIS DO PIAUÍ,Rural Adjacente
221038,PI,SÃO MIGUEL DA BAIXA GRANDE,Rural Adjacente
221039,PI,SÃO MIGUEL DO FIDALGO,Rural Remoto
221040,PI,SÃO MIGUEL DO TAPUIO,Rural Adjacente
221050,PI,SÃO PEDRO DO PIAUÍ,Rural Adjacente
221060,PI,SÃO RAIMUNDO NONATO,Intermediário Adjacente
221062,PI,SEBASTIÃO BARROS,Rural Remoto
221063,PI,SEBASTIÃO LEAL,Rural Remoto
221065,PI,SIGEFREDO PACHECO,Rural Adjacente
221070,PI,SIMÕES,Rural Adjacente
221080,PI,SIMPLÍCIO MENDES,Rural Adjacente
221090,PI,SOCORRO DO PIAUÍ,Rural Remoto
221093,PI,SUSSUAPARA,Rural Adjacente
221095,PI,TAMBORIL DO PIAUÍ,Rural Adjacente
221097,PI,TANQUE DO PIAUÍ,Rural Adjacente
221100,PI,TERESINA,Urbano
221110,PI,UNIÃO,Rural Adjacente
221120,PI,URUÇUÍ,Intermediário Remoto
221130,PI,VALENÇA DO PIAUÍ,Urbano
221135,PI,VÁRZEA BRANCA,Rural Adjacente
221140,PI,VÁRZEA GRANDE,Rural Adjacente
221150,PI,VERA MENDES,Rural Adjacente
221160,PI,VILA NOVA DO PIAUÍ,Rural Adjacente
221170,PI,WALL FERRAZ,Rural Adjacente
230010,CE,ABAIARA,Rural Adjacente
230015,CE,ACARAPE,Intermediário Adjacente
230020,CE,ACARAÚ,Rural Adjacente
230030,CE,ACOPIARA,Rural Adjacente
230040,CE,AIUABA,Rural Adjacente
230060,CE,ALTANEIRA,Rural Adjacente
230070,CE,ALTO SANTO,Rural Adjacente
230075,CE,AMONTADA,Rural Adjacente
230080,CE,ANTONINA DO NORTE,Rural Adjacente
230090,CE,APUIARÉS,Rural Adjacente
230100,CE,AQUIRAZ,Urbano
230110,CE,ARACATI,Urbano
230120,CE,ARACOIABA,Rural Adjacente
230125,CE,ARARENDÁ,Rural Adjacente
230130,CE,ARARIPE,Rural Adjacente
230140,CE,ARATUBA,Rural Adjacente
230150,CE,ARNEIROZ,Rural Adjacente
230160,CE,ASSARÉ,Rural Adjacente
230170,CE,AURORA,Rural Adjacente
230180,CE,BAIXIO,Rural Adjacente
230185,CE,BANABUIÚ,Rural Adjacente
230190,CE,BARBALHA,Urbano
230195,CE,BARREIRA,Rural Adjacente
230200,CE,BARRO,Rural Adjacente
230205,CE,BARROQUINHA,Rural Adjacente
230210,CE,BATURITÉ,Intermediário Adjacente
230220,CE,BEBERIBE,Rural Adjacente
230230,CE,BELA CRUZ,Rural Adjacente
230240,CE,BOA VIAGEM,Rural Adjacente
230250,CE,BREJO SANTO,Urbano
230260,CE,CAMOCIM,Urbano
230270,CE,CAMPOS SALES,Intermediário Adjacente
230280,CE,CANINDÉ,Urbano
230290,CE,CAPISTRANO,Rural Adjacente
230300,CE,CARIDADE,Rural Adjacente
230310,CE,CARIRÉ,Rural Adjacente
230320,CE,CARIRIAÇU,Rural Adjacente
230330,CE,CARIÚS,Rural Adjacente
230340,CE,CARNAUBAL,Rural Adjacente
230350,CE,CASCAVEL,Urbano
230360,CE,CATARINA,Rural Adjacente
230365,CE,CATUNDA,Rural Adjacente
230370,CE,CAUCAIA,Urbano
230380,CE,CEDRO,Intermediário Adjacente
230390,CE,CHAVAL,Rural Adjacente
230393,CE,CHORÓ,Rural Adjacente
230395,CE,CHOROZINHO,Rural Adjacente
230400,CE,COREAÚ,Rural Adjacente
230410,CE,CRATEÚS,Urbano
230423,CE,CROATÁ,Rural Adjacente
230425,CE,CRUZ,Rural Adjacente
230426,CE,DEPUTADO IRAPUAN PINHEIRO,Rural Adjacente
230427,CE,ERERÊ,Rural Adjacente
230428,CE,EUSÉBIO,Urbano
230430,CE,FARIAS BRITO,Rural Adjacente
230435,CE,FORQUILHA,Urbano
230440,CE,FORTALEZA,Urbano
230445,CE,FORTIM,Rural Adjacente
230450,CE,FRECHEIRINHA,Rural Adjacente
230460,CE,GENERAL SAMPAIO,Rural Adjacente
230465,CE,GRAÇA,Rural Adjacente
230470,CE,GRANJA,Rural Adjacente
230480,CE,GRANJEIRO,Rural Adjacente
230490,CE,GROAÍRAS,Rural Adjacente
230495,CE,GUAIÚBA,Intermediário Adjacente
230500,CE,GUARACIABA DO NORTE,Rural Adjacente
230510,CE,GUARAMIRANGA,Rural Adjacente
230520,CE,HIDROLÂNDIA,Rural Adjacente
230523,CE,HORIZONTE,Urbano
230526,CE,IBARETAMA,Rural Adjacente
230530,CE,IBIAPINA,Rural Adjacente
230533,CE,IBICUITINGA,Rural Adjacente
230535,CE,ICAPUÍ,Rural Adjacente
230540,CE,ICÓ,Intermediário Adjacente
230550,CE,IGUATU,Urbano
230560,CE,INDEPENDÊNCIA,Rural Adjacente
230565,CE,IPAPORANGA,Rural Adjacente
230570,CE,IPAUMIRIM,Rural Adjacente
230580,CE,IPU,Intermediário Adjacente
230590,CE,IPUEIRAS,Rural Adjacente
230600,CE,IRACEMA,Rural Adjacente
230610,CE,IRAUÇUBA,Rural Adjacente
230620,CE,ITAIÇABA,Rural Adjacente
230625,CE,ITAITINGA,Urbano
230630,CE,ITAPAGÉ,Urbano
230640,CE,ITAPIPOCA,Urbano
230650,CE,ITAPIÚNA,Rural Adjacente
230655,CE,ITAREMA,Rural Adjacente
230660,CE,ITATIRA,Rural Adjacente
230670,CE,JAGUARETAMA,Rural Adjacente
230680,CE,JAGUARIBARA,Rural Adjacente
230690,CE,JAGUARIBE,Intermediário Adjacente
230700,CE,JAGUARUANA,Rural Adjacente
230720,CE,JATI,Rural Adjacente
230725,CE,JIJOCA DE JERICOACOARA,Rural Adjacente
230730,CE,JUAZEIRO DO NORTE,Urbano
230740,CE,JUCÁS,Rural Adjacente
230750,CE,LAVRAS DA MANGABEIRA,Rural Adjacente
230760,CE,LIMOEIRO DO NORTE,Urbano
230763,CE,MADALENA,Rural Adjacente
230765,CE,MARACANAÚ,Urbano
230770,CE,MARANGUAPE,Urbano
230780,CE,MARCO,Rural Adjacente
230790,CE,MARTINÓPOLE,Intermediário Adjacente
230800,CE,MASSAPÊ,Rural Adjacente
230810,CE,MAURITI,Rural Adjacente
230820,CE,MERUOCA,Rural Adjacente
230830,CE,MILAGRES,Rural Adjacente
230835,CE,MILHÃ,Rural Adjacente
230837,CE,MIRAÍMA,Rural Adjacente
230840,CE,MISSÃO VELHA,Rural Adjacente
230850,CE,MOMBAÇA,Rural Adjacente
230860,CE,MONSENHOR TABOSA,Rural Adjacente
230870,CE,MORADA NOVA,Intermediário Adjacente
230880,CE,MORAÚJO,Rural Adjacente
230890,CE,MORRINHOS,Rural Adjacente
230900,CE,MUCAMBO,Rural Adjacente
230910,CE,MULUNGU,Rural Adjacente
230920,CE,NOVA OLINDA,Rural Adjacente
230930,CE,NOVA RUSSAS,Intermediário Adjacente
230940,CE,NOVO ORIENTE,Rural Adjacente
230945,CE,OCARA,Rural Adjacente
230950,CE,ORÓS,Intermediário Adjacente
230960,CE,PACAJUS,Urbano
230970,CE,PACATUBA,Urbano
230980,CE,PACOTI,Rural Adjacente
230990,CE,PACUJÁ,Rural Adjacente
231000,CE,PALHANO,Rural Adjacente
231010,CE,PALMÁCIA,Rural Adjacente
231020,CE,PARACURU,Intermediário Adjacente
231025,CE,PARAIPABA,Rural Adjacente
231030,CE,PARAMBU,Rural Adjacente
231040,CE,PARAMOTI,Rural Adjacente
231050,CE,PEDRA BRANCA,Intermediário Adjacente
231060,CE,PENAFORTE,Rural Adjacente
231070,CE,PENTECOSTE,Intermediário Adjacente
231080,CE,PEREIRO,Rural Adjacente
231090,CE,PIQUET CARNEIRO,Rural Adjacente
231095,CE,PIRES FERREIRA,Rural Adjacente
231100,CE,PORANGA,Rural Adjacente
231110,CE,PORTEIRAS,Rural Adjacente
231120,CE,POTENGI,Rural Adjacente
231123,CE,POTIRETAMA,Rural Adjacente
231126,CE,QUITERIANÓPOLIS,Rural Adjacente
231130,CE,QUIXADÁ,Urbano
231135,CE,QUIXELÔ,Rural Adjacente
231140,CE,QUIXERAMOBIM,Urbano
231150,CE,QUIXERÉ,Intermediário Adjacente
231160,CE,REDENÇÃO,Intermediário Adjacente
231170,CE,RERIUTABA,Rural Adjacente
231180,CE,RUSSAS,Urbano
231190,CE,SABOEIRO,Rural Adjacente
231195,CE,SALITRE,Rural Adjacente
231200,CE,SANTANA DO ACARAÚ,Rural Adjacente
231210,CE,SANTANA DO CARIRI,Rural Adjacente
231220,CE,SANTA QUITÉRIA,Rural Adjacente
231230,CE,SÃO BENEDITO,Rural Adjacente
231240,CE,SÃO GONÇALO DO AMARANTE,Rural Adjacente
231250,CE,SÃO JOÃO DO JAGUARIBE,Rural Adjacente
231260,CE,SÃO LUÍS DO CURU,Rural Adjacente
231270,CE,SENADOR POMPEU,Rural Adjacente
231280,CE,SENADOR SÁ,Rural Adjacente
231290,CE,SOBRAL,Urbano
231300,CE,SOLONÓPOLE,Rural Adjacente
231310,CE,TABULEIRO DO NORTE,Intermediário Adjacente
231320,CE,TAMBORIL,Rural Adjacente
231325,CE,TARRAFAS,Rural Adjacente
231330,CE,TAUÁ,Intermediário Adjacente
231335,CE,TEJUÇUOCA,Rural Adjacente
231340,CE,TIANGUÁ,Urbano
231350,CE,TRAIRI,Rural Adjacente
231355,CE,TURURU,Rural Adjacente
231360,CE,UBAJARA,Rural Adjacente
231370,CE,UMARI,Rural Adjacente
231375,CE,UMIRIM,Rural Adjacente
231380,CE,URUBURETAMA,Intermediário Adjacente
231390,CE,URUOCA,Rural Adjacente
231395,CE,VARJOTA,Intermediário Adjacente
231400,CE,VÁRZEA ALEGRE,Intermediário Adjacente
231410,CE,VIÇOSA DO CEARÁ,Rural Adjacente
240010,RN,ACARI,Intermediário Adjacente
240030,RN,AFONSO BEZERRA,Rural Adjacente
240040,RN,ÁGUA NOVA,Rural Adjacente
240050,RN,ALEXANDRIA,Rural Adjacente
240060,RN,ALMINO AFONSO,Rural Adjacente
240070,RN,ALTO DO RODRIGUES,Rural Adjacente
240080,RN,ANGICOS,Intermediário Adjacente
240090,RN,ANTÔNIO MARTINS,Rural Adjacente
240100,RN,APODI,Intermediário Adjacente
240110,RN,AREIA BRANCA,Urbano
240120,RN,ARÊS,Rural Adjacente
240130,RN,AUGUSTO SEVERO,Rural Adjacente
240140,RN,BAÍA FORMOSA,Intermediário Adjacente
240145,RN,BARAÚNA,Intermediário Adjacente
240150,RN,BARCELONA,Rural Adjacente
240160,RN,BENTO FERNANDES,Rural Adjacente
